product_type,plan_name,gender,smoker_status,entry_age,policy_term_years,sum_assured_inr,annual_premium_inr,monthly_premium_inr,premium_per_1000_sa,loading_class,extra_loading_pct,final_annual_premium_inr,notes
Term Life,VitaShield Term,Female,Smoker,21,20,5000000,8650,749,1.73,Standard,0,8650,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,25,5000000,9200,797,1.84,Standard,0,9200,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,30,5000000,9750,1056,1.95,Class I,25,12187,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,10,10000000,16000,1386,1.6,Standard,0,16000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,15,10000000,16000,1386,1.6,Standard,0,16000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,20,10000000,17300,1499,1.73,Standard,0,17300,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,25,10000000,18400,1594,1.84,Standard,0,18400,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,30,10000000,19500,1690,1.95,Standard,0,19500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,10,25000000,40000,3466,1.6,Standard,0,40000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,15,25000000,40000,3466,1.6,Standard,0,40000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,20,25000000,43250,4685,1.73,Class I,25,54062,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,25,25000000,46000,3986,1.84,Standard,0,46000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,21,30,25000000,48750,4225,1.95,Standard,0,48750,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Male,Non-Smoker,24,10,500000,600,52,1.2,Standard,0,600,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,15,500000,600,52,1.2,Standard,0,600,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,20,500000,650,70,1.3,Class I,25,812,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,25,500000,690,74,1.38,Class I,25,862,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,30,500000,730,79,1.46,Class I,25,912,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,10,1000000,1200,104,1.2,Standard,0,1200,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,15,1000000,1200,130,1.2,Class I,25,1500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,20,1000000,1300,112,1.3,Standard,0,1300,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,25,1000000,1380,149,1.38,Class I,25,1725,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,30,1000000,1460,158,1.46,Class I,25,1825,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,10,2500000,3000,260,1.2,Standard,0,3000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,15,2500000,3000,325,1.2,Class I,25,3750,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,20,2500000,3250,352,1.3,Class I,25,4062,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,25,2500000,3449,373,1.38,Class I,25,4311,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,30,2500000,3650,316,1.46,Standard,0,3650,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,10,5000000,6000,520,1.2,Standard,0,6000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,15,5000000,6000,650,1.2,Class I,25,7500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,20,5000000,6500,563,1.3,Standard,0,6500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,25,5000000,6899,597,1.38,Standard,0,6899,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,30,5000000,7300,632,1.46,Standard,0,7300,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,10,10000000,12000,1300,1.2,Class I,25,15000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,15,10000000,12000,1040,1.2,Standard,0,12000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,20,10000000,13000,1408,1.3,Class I,25,16250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,25,10000000,13799,1195,1.38,Standard,0,13799,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,30,10000000,14600,1265,1.46,Standard,0,14600,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,10,25000000,30000,3250,1.2,Class I,25,37500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,15,25000000,30000,3250,1.2,Class I,25,37500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,20,25000000,32500,2816,1.3,Standard,0,32500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,25,25000000,34500,3737,1.38,Class I,25,43125,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,24,30,25000000,36500,3954,1.46,Class I,25,45625,Non-smoker rates
Term Life,VitaShield Term,Male,Smoker,24,10,500000,870,75,1.74,Standard,0,870,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,15,500000,870,94,1.74,Class I,25,1087,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,20,500000,940,81,1.88,Standard,0,940,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,25,500000,1000,86,2.0,Standard,0,1000,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,30,500000,1060,114,2.12,Class I,25,1325,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,10,1000000,1740,150,1.74,Standard,0,1740,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,15,1000000,1740,150,1.74,Standard,0,1740,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,20,1000000,1880,162,1.88,Standard,0,1880,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,25,1000000,2000,216,2.0,Class I,25,2500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,30,1000000,2120,229,2.12,Class I,25,2650,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,10,2500000,4350,377,1.74,Standard,0,4350,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,15,2500000,4350,471,1.74,Class I,25,5437,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,20,2500000,4700,407,1.88,Standard,0,4700,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,25,2500000,5000,541,2.0,Class I,25,6250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,30,2500000,5300,574,2.12,Class I,25,6625,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,10,5000000,8700,942,1.74,Class I,25,10875,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,15,5000000,8700,754,1.74,Standard,0,8700,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,20,5000000,9400,814,1.88,Standard,0,9400,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,25,5000000,10000,1083,2.0,Class I,25,12500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,30,5000000,10600,1148,2.12,Class I,25,13250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,10,10000000,17400,1508,1.74,Standard,0,17400,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,15,10000000,17400,1508,1.74,Standard,0,17400,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,20,10000000,18800,2036,1.88,Class I,25,23500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,25,10000000,20000,1733,2.0,Standard,0,20000,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,30,10000000,21200,2296,2.12,Class I,25,26500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,10,25000000,43500,3770,1.74,Standard,0,43500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,15,25000000,43500,4712,1.74,Class I,25,54375,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,20,25000000,47000,5091,1.88,Class I,25,58750,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,25,25000000,50000,4333,2.0,Standard,0,50000,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,24,30,25000000,53000,4593,2.12,Standard,0,53000,Smoker loading applied
Term Life,VitaShield Term,Female,Non-Smoker,24,10,500000,550,47,1.1,Standard,0,550,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,15,500000,550,47,1.1,Standard,0,550,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,20,500000,595,51,1.19,Standard,0,595,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,25,500000,635,68,1.27,Class I,25,793,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,30,500000,675,58,1.35,Standard,0,675,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,10,1000000,1100,119,1.1,Class I,25,1375,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,15,1000000,1100,95,1.1,Standard,0,1100,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,20,1000000,1190,103,1.19,Standard,0,1190,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,25,1000000,1270,137,1.27,Class I,25,1587,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,30,1000000,1350,146,1.35,Class I,25,1687,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,10,2500000,2750,238,1.1,Standard,0,2750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,15,2500000,2750,297,1.1,Class I,25,3437,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,20,2500000,2975,257,1.19,Standard,0,2975,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,25,2500000,3175,275,1.27,Standard,0,3175,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,30,2500000,3375,292,1.35,Standard,0,3375,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,10,5000000,5500,595,1.1,Class I,25,6875,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,15,5000000,5500,595,1.1,Class I,25,6875,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,20,5000000,5950,515,1.19,Standard,0,5950,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,25,5000000,6350,550,1.27,Standard,0,6350,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,30,5000000,6750,585,1.35,Standard,0,6750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,10,10000000,11000,953,1.1,Standard,0,11000,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,15,10000000,11000,1191,1.1,Class I,25,13750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,20,10000000,11900,1031,1.19,Standard,0,11900,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,25,10000000,12700,1100,1.27,Standard,0,12700,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,30,10000000,13500,1462,1.35,Class I,25,16875,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,10,25000000,27500,2979,1.1,Class I,25,34375,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,15,25000000,27500,2383,1.1,Standard,0,27500,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,20,25000000,29750,3222,1.19,Class I,25,37187,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,25,25000000,31750,2751,1.27,Standard,0,31750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,24,30,25000000,33750,2925,1.35,Standard,0,33750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Smoker,24,10,500000,800,86,1.6,Class I,25,1000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,15,500000,800,69,1.6,Standard,0,800,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,20,500000,865,93,1.73,Class I,25,1081,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,25,500000,920,79,1.84,Standard,0,920,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,30,500000,975,84,1.95,Standard,0,975,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,10,1000000,1600,173,1.6,Class I,25,2000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,15,1000000,1600,173,1.6,Class I,25,2000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,20,1000000,1730,187,1.73,Class I,25,2162,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,25,1000000,1840,159,1.84,Standard,0,1840,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,30,1000000,1950,169,1.95,Standard,0,1950,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,10,2500000,4000,346,1.6,Standard,0,4000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,15,2500000,4000,346,1.6,Standard,0,4000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,20,2500000,4325,468,1.73,Class I,25,5406,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,25,2500000,4600,498,1.84,Class I,25,5750,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,30,2500000,4875,528,1.95,Class I,25,6093,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,10,5000000,8000,693,1.6,Standard,0,8000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,15,5000000,8000,866,1.6,Class I,25,10000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,20,5000000,8650,937,1.73,Class I,25,10812,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,25,5000000,9200,996,1.84,Class I,25,11500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,30,5000000,9750,1056,1.95,Class I,25,12187,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,10,10000000,16000,1386,1.6,Standard,0,16000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,15,10000000,16000,1386,1.6,Standard,0,16000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,20,10000000,17300,1874,1.73,Class I,25,21625,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,25,10000000,18400,1594,1.84,Standard,0,18400,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,30,10000000,19500,2112,1.95,Class I,25,24375,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,10,25000000,40000,3466,1.6,Standard,0,40000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,15,25000000,40000,3466,1.6,Standard,0,40000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,20,25000000,43250,4685,1.73,Class I,25,54062,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,25,25000000,46000,4983,1.84,Class I,25,57500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,24,30,25000000,48750,5281,1.95,Class I,25,60937,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Male,Non-Smoker,27,10,500000,750,81,1.5,Class I,25,937,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,15,500000,750,65,1.5,Standard,0,750,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,20,500000,810,87,1.62,Class I,25,1012,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,25,500000,860,74,1.72,Standard,0,860,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,30,500000,915,99,1.83,Class I,25,1143,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,10,1000000,1500,130,1.5,Standard,0,1500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,15,1000000,1500,162,1.5,Class I,25,1875,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,20,1000000,1620,140,1.62,Standard,0,1620,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,25,1000000,1720,149,1.72,Standard,0,1720,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,30,1000000,1830,198,1.83,Class I,25,2287,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,10,2500000,3750,406,1.5,Class I,25,4687,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,15,2500000,3750,325,1.5,Standard,0,3750,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,20,2500000,4050,438,1.62,Class I,25,5062,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,25,2500000,4300,465,1.72,Class I,25,5375,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,30,2500000,4575,396,1.83,Standard,0,4575,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,10,5000000,7500,812,1.5,Class I,25,9375,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,15,5000000,7500,812,1.5,Class I,25,9375,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,20,5000000,8100,877,1.62,Class I,25,10125,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,25,5000000,8600,931,1.72,Class I,25,10750,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,30,5000000,9150,991,1.83,Class I,25,11437,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,10,10000000,15000,1625,1.5,Class I,25,18750,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,15,10000000,15000,1300,1.5,Standard,0,15000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,27,20,10000000,16200,1404,1.62,Standard,0,16200,Non-smoker rates
